Node,transmit,transmit_failed_power,received,received_failed_power,received_failed_loss
       1,       1,       0,     675,       0,     331
       2,       0,      16,       0,       1,       0
       3,      16,       0,       1,       0,       0
       4,       0,      16,       0,       1,       0
       5,       7,       9,       0,       1,       0
       6,      16,       0,       1,       0,       0
       7,       0,      16,       0,       1,       0
       8,      16,       0,       1,       0,       0
       9,      16,       0,       0,       0,       1
      10,       6,      10,       1,       0,       0
      11,      16,       0,       1,       0,       0
      12,      16,       0,       1,       0,       0
      13,       0,      16,       0,       1,       0
      14,       0,      16,       0,       1,       0
      15,       0,      16,       0,       1,       0
      16,      16,       0,       1,       0,       0
      17,      16,       0,       1,       0,       0
      18,      16,       0,       1,       0,       0
      19,      16,       0,       1,       0,       0
      20,      16,       0,       1,       0,       0
      21,      16,       0,       0,       0,       1
      22,       0,      16,       0,       1,       0
      23,      16,       0,       1,       0,       0
      24,      16,       0,       0,       0,       1
      25,      16,       0,       0,       0,       1
      26,      16,       0,       1,       0,       0
      27,      16,       0,       1,       0,       0
      28,      16,       0,       0,       0,       1
      29,      16,       0,       1,       0,       0
      30,       0,      16,       0,       1,       0
      31,       0,      16,       0,       1,       0
      32,      16,       0,       1,       0,       0
      33,       0,      16,       0,       1,       0
      34,      16,       0,       1,       0,       0
      35,      16,       0,       1,       0,       0
      36,      16,       0,       1,       0,       0
      37,       0,      16,       0,       1,       0
      38,      16,       0,       1,       0,       0
      39,      16,       0,       1,       0,       0
      40,      16,       0,       0,       0,       1
      41,      16,       0,       1,       0,       0
      42,      16,       0,       1,       0,       0
      43,      16,       0,       0,       0,       1
      44,      16,       0,       0,       0,       1
      45,      16,       0,       1,       0,       0
      46,      16,       0,       0,       0,       1
      47,      16,       0,       1,       0,       0
      48,      16,       0,       1,       0,       0
      49,       0,      16,       0,       1,       0
      50,       0,      16,       0,       1,       0
      51,       0,      16,       0,       1,       0
      52,      16,       0,       0,       0,       1
      53,      16,       0,       0,       0,       1
      54,      16,       0,       0,       0,       1
      55,      16,       0,       1,       0,       0
      56,      16,       0,       1,       0,       0
      57,       0,      16,       0,       1,       0
      58,      16,       0,       1,       0,       0
      59,      16,       0,       1,       0,       0
      60,       0,      16,       0,       1,       0
      61,      16,       0,       0,       0,       1
      62,      16,       0,       1,       0,       0
      63,      16,       0,       0,       0,       1
      64,       0,      16,       0,       1,       0
      65,      16,       0,       1,       0,       0
      66,       0,      16,       0,       1,       0
      67,      16,       0,       0,       0,       1
      68,      16,       0,       0,       0,       1
      69,       0,      16,       0,       1,       0
      70,       0,      16,       0,       1,       0
      71,       0,      16,       0,       1,       0
      72,      16,       0,       0,       0,       1
      73,      16,       0,       0,       0,       1
      74,      16,       0,       0,       0,       1
      75,      16,       0,       1,       0,       0
      76,      16,       0,       0,       0,       1
      77,      16,       0,       1,       0,       0
      78,      16,       0,       1,       0,       0
      79,      16,       0,       0,       0,       1
      80,      16,       0,       0,       0,       1
      81,      16,       0,       1,       0,       0
      82,      16,       0,       1,       0,       0
      83,      16,       0,       1,       0,       0
      84,      16,       0,       1,       0,       0
      85,      16,       0,       0,       0,       1
      86,      16,       0,       1,       0,       0
