Node,transmit,transmit_failed_power,received,received_failed_power,received_failed_loss
       1,       1,       0,     465,       0,     237
       2,      16,       0,       1,       0,       0
       3,      16,       0,       1,       0,       0
       4,      16,       0,       1,       0,       0
       5,       7,       9,       0,       1,       0
       6,      16,       0,       1,       0,       0
       7,      16,       0,       0,       0,       1
       8,      16,       0,       1,       0,       0
       9,      16,       0,       0,       0,       1
      10,       6,      10,       1,       0,       0
      11,      16,       0,       1,       0,       0
      12,      16,       0,       1,       0,       0
      13,      16,       0,       0,       0,       1
      14,       0,      16,       0,       1,       0
      15,      16,       0,       1,       0,       0
      16,       0,      16,       0,       1,       0
      17,      16,       0,       1,       0,       0
      18,      16,       0,       1,       0,       0
      19,      16,       0,       1,       0,       0
      20,      16,       0,       1,       0,       0
      21,      16,       0,       1,       0,       0
      22,      16,       0,       0,       0,       1
      23,      16,       0,       1,       0,       0
      24,      16,       0,       1,       0,       0
      25,       0,      16,       0,       1,       0
      26,       0,      16,       0,       1,       0
      27,      16,       0,       1,       0,       0
      28,      16,       0,       1,       0,       0
      29,       0,      16,       0,       1,       0
      30,      16,       0,       1,       0,       0
      31,      16,       0,       1,       0,       0
      32,      16,       0,       1,       0,       0
      33,      16,       0,       0,       0,       1
      34,       0,      16,       0,       1,       0
      35,      16,       0,       1,       0,       0
      36,      16,       0,       0,       0,       1
      37,       0,      16,       0,       1,       0
      38,      16,       0,       1,       0,       0
      39,       0,      16,       0,       1,       0
      40,       0,      16,       0,       1,       0
      41,      16,       0,       0,       0,       1
      42,       0,      16,       0,       1,       0
      43,       0,      16,       0,       1,       0
      44,      16,       0,       1,       0,       0
      45,      16,       0,       0,       0,       1
      46,      16,       0,       1,       0,       0
      47,      16,       0,       1,       0,       0
      48,      16,       0,       0,       0,       1
      49,      16,       0,       1,       0,       0
      50,      16,       0,       1,       0,       0
      51,      16,       0,       0,       0,       1
      52,       0,      16,       0,       1,       0
      53,       0,      16,       0,       1,       0
      54,      16,       0,       1,       0,       0
      55,      16,       0,       1,       0,       0
      56,      16,       0,       1,       0,       0
      57,       0,      16,       0,       1,       0
      58,       0,      16,       0,       1,       0
      59,      16,       0,       0,       0,       1
      60,      16,       0,       0,       0,       1
      61,      16,       0,       1,       0,       0
